dataset_id,municipio,province,zone_id,candidate_distributor,production_confidence,source_kind,source_name,source_url,last_reviewed,notes
canarias,Tazacorte,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::tazacorte,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Tegueste,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::tegueste,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Teguise,Las Palmas,municipality:las_palmas::teguise,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Tejeda,Las Palmas,municipality:las_palmas::tejeda,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Telde,Las Palmas,municipality:las_palmas::telde,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Teror,Las Palmas,municipality:las_palmas::teror,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Tías,Las Palmas,municipality:las_palmas::tias,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Tijarafe,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::tijarafe,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Tinajo,Las Palmas,municipality:las_palmas::tinajo,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Tuineje,Las Palmas,municipality:las_palmas::tuineje,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Valle Gran Rey,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::valle_gran_rey,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Vallehermoso,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::vallehermoso,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Valleseco,Las Palmas,municipality:las_palmas::valleseco,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Valsequillo de Gran Canaria,Las Palmas,municipality:las_palmas::valsequillo_de_gran_canaria,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Valverde,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::valverde,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Vega de San Mateo,Las Palmas,municipality:las_palmas::vega_de_san_mateo,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
canarias,Vilaflor de Chasna,Santa Cruz de Tenerife,municipality:santa_cruz_de_tenerife::vilaflor_de_chasna,"e-distribución Redes Digitales, S.L.U.",regional_default,regional_default,e-distribución — distribución eléctrica,https://www.edistribucion.com/es/conocenos/instalaciones-distribucion-red/distribucion-electrica.html,2026-05-06,Promoted from focused review as regional_default orientation.
